,Address,Rent,Beds,Baths,Type,Area_in_sqft,Rent_per_sqft,Rent_category,Frequency,Furnishing,Purpose,Location,City,Latitude,Longitude,Rent_per_bed,Rent_per_bath
4694,"1 Residences, Wasl 1, Al Kifaf, Bur Dubai, Dubai",35422.34332425068,1,2,Apartment,1042,33.99457132845555,Medium,Yearly,Unfurnished,For Rent,Bur Dubai,Dubai,25.23559045,55.29672026315799,35422.34332425068,17711.17166212534
4695,"Aykon City Tower C, Aykon City, Business Bay, Dubai",35422.34332425068,2,2,Apartment,817,43.35660137607182,Medium,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4696,"AG Tower, Business Bay, Dubai",35422.34332425068,2,2,Apartment,1523,23.258268761819227,Medium,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4697,"Attessa, Marina Promenade, Dubai Marina, Dubai",35422.34332425068,1,2,Apartment,1141,31.044998531332762,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,35422.34332425068,17711.17166212534
4698,"Prive Residences, Dubai Hills Estate, Dubai",35422.34332425068,1,2,Apartment,741,47.80343228643817,Medium,Yearly,Furnished,For Rent,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744,35422.34332425068,17711.17166212534
4699,"Green Lakes 2, JLT Cluster S, Jumeirah Lake Towers (JLT), Dubai",35422.34332425068,1,2,Apartment,987,35.88889901139887,Medium,Yearly,Unfurnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,35422.34332425068,17711.17166212534
4700,"Prive Residences, Dubai Hills Estate, Dubai",35422.34332425068,1,2,Apartment,740,47.86803151925768,Medium,Yearly,Furnished,For Rent,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744,35422.34332425068,17711.17166212534
4701,"Elite 1 Downtown Residence, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,823,43.04051436725478,Medium,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4702,"Beach Isle Tower 2, Beach Isle, Emaar Beachfront, Dubai Harbour, Dubai",35422.34332425068,1,2,Apartment,765,46.30371676372638,Medium,Yearly,Unfurnished,For Rent,Dubai Harbour,Dubai,25.0956188,55.13800090659106,35422.34332425068,17711.17166212534
4703,"Noor Townhouses, Town Square, Dubai",35422.34332425068,3,2,Villa,2025,17.492515221852187,Medium,Yearly,Unfurnished,For Rent,Town Square,Dubai,25.01085145,55.28887629766314,11807.447774750226,17711.17166212534
4704,"Rimal 4, Rimal, Jumeirah Beach Residence (JBR), Dubai",35422.34332425068,1,2,Apartment,1058,33.48047573180594,Medium,Yearly,Unfurnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,35422.34332425068,17711.17166212534
4705,"Palace Residences, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,713,49.68070591280654,Medium,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4706,"Boulevard Central 1, Boulevard Central, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,1020,34.72778757279479,Medium,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4707,"Aquilegia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",35422.34332425068,3,2,Townhouse,1535,23.076445162378295,Medium,Yearly,Furnished,For Rent,Damac Hills 2 (Akoya By Damac),Dubai,24.987364,55.373964,11807.447774750226,17711.17166212534
4708,"MBL Residences, JLT Cluster K, Jumeirah Lake Towers (JLT), Dubai",35422.34332425068,1,2,Apartment,786,45.06659456011536,Medium,Yearly,Furnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,35422.34332425068,17711.17166212534
4709,"Aykon City Tower C, Aykon City, Business Bay, Dubai",35422.34332425068,2,2,Apartment,897,39.489791888796745,Medium,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4710,"Residence 1, Meydan Avenue, Meydan City, Dubai",35422.34332425068,2,2,Apartment,1231,28.77525858996806,Medium,Yearly,Unfurnished,For Rent,Meydan City,Dubai,25.1541673,55.2906695,17711.17166212534,17711.17166212534
4711,"Reva Residences, Business Bay, Dubai",35422.34332425068,2,2,Apartment,915,38.71294352377124,Medium,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4712,"Residences 23, The Residences at District One, District One, Mohammed Bin Rashid City, Dubai",35422.34332425068,1,2,Apartment,788,44.95221234041965,Medium,Yearly,Unfurnished,For Rent,Mohammed Bin Rashid City,Dubai,25.1640592,55.28566124091724,35422.34332425068,17711.17166212534
4713,"Azizi Riviera 18, Azizi Riviera, Meydan One, Meydan City, Dubai",35422.34332425068,2,2,Apartment,955,37.09145897827297,Medium,Yearly,Unfurnished,For Rent,Meydan City,Dubai,25.1541673,55.2906695,17711.17166212534,17711.17166212534
4714,"Beauport, Marina Promenade, Dubai Marina, Dubai",35422.34332425068,1,2,Apartment,953,37.16930044517385,Medium,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,35422.34332425068,17711.17166212534
4715,"Prive Residences, Dubai Hills Estate, Dubai",35422.34332425068,1,2,Apartment,722,49.06141734660759,Medium,Yearly,Furnished,For Rent,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744,35422.34332425068,17711.17166212534
4716,"Bella Casa, Serena, Dubai",35422.34332425068,2,2,Townhouse,1897,18.672821994860666,Medium,Yearly,Unfurnished,For Rent,Serena,Dubai,25.03538045,55.28590440039767,17711.17166212534,17711.17166212534
4717,"Reef Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai",35422.34332425068,2,2,Apartment,1481,23.917855046759406,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,17711.17166212534,17711.17166212534
4718,"Breeze 2, Breeze at Creek Beach, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,720,49.19769906145929,Medium,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4719,"The Palladium, JLT Cluster C, Jumeirah Lake Towers (JLT), Dubai",35422.34332425068,2,2,Apartment,1153,30.721893602992786,Medium,Yearly,Furnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,17711.17166212534,17711.17166212534
4720,"Azizi Riviera 31, Azizi Riviera, Meydan One, Meydan City, Dubai",35422.34332425068,3,2,Apartment,1139,31.099511259219216,Medium,Yearly,Unfurnished,For Rent,Meydan City,Dubai,25.1541673,55.2906695,11807.447774750226,17711.17166212534
4721,"Aykon City Tower C, Aykon City, Business Bay, Dubai",35422.34332425068,2,2,Apartment,813,43.56991798800822,Medium,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4722,"Princess Tower, Dubai Marina, Dubai",35422.34332425068,2,2,Apartment,1304,27.164373714916167,Medium,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,17711.17166212534,17711.17166212534
4723,"Centaury, DAMAC Hills 2 (Akoya by DAMAC), Dubai",35422.34332425068,3,2,Townhouse,1634,21.678300689373298,Medium,Yearly,Unfurnished,For Rent,Damac Hills 2 (Akoya By Damac),Dubai,24.987364,55.373964,11807.447774750226,17711.17166212534
4724,"Sarai Apartments, Palm Jumeirah, Dubai",35422.34332425068,1,2,Apartment,1027,34.49108405477185,Medium,Yearly,Unfurnished,For Rent,Palm Jumeirah,Dubai,25.10019025,55.11853499506269,35422.34332425068,17711.17166212534
4725,"The Links Golf Side Residence, The Links, The Views, Dubai",35422.34332425068,1,2,Apartment,921,38.46074193729716,Medium,Yearly,Furnished,For Rent,The Views,Dubai,25.09125005,55.170056626517066,35422.34332425068,17711.17166212534
4726,"Downtown Views II Tower 2, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",35422.34332425068,1,2,Apartment,774,45.76530145252026,Medium,Yearly,Unfurnished,For Rent,Za'Abeel,Dubai,25.21683265,55.30011608643647,35422.34332425068,17711.17166212534
4727,"Expo Golf Villas 2 (Parkside 2), Expo Golf Villas, Emaar South, Dubai South, Dubai",35422.34332425068,4,2,Townhouse,2550,13.891115029117914,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8855.58583106267,17711.17166212534
4728,"Dubai Creek Residence Tower 1 South, Dubai Creek Residences, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,981,36.10840298088755,Medium,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4729,"Golf Apartments, The Links, The Views, Dubai",35422.34332425068,1,2,Apartment,921,38.46074193729716,Medium,Yearly,Unfurnished,For Rent,The Views,Dubai,25.09125005,55.170056626517066,35422.34332425068,17711.17166212534
4730,"Palace Residences, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,705,50.244458615958415,Medium,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4731,"Socio Tower B, Socio, Dubai Hills Estate, Dubai",35422.34332425068,2,2,Apartment,743,47.67475548351371,Medium,Yearly,Unfurnished,For Rent,Dubai Hills Estate,Dubai,25.09872095,55.25394008697513,17711.17166212534,17711.17166212534
4732,"Executive Residences 2, Executive Residences, Dubai Hills Estate, Dubai",35422.34332425068,1,2,Apartment,654,54.16260446866485,Medium,Yearly,Furnished,For Rent,Dubai Hills Estate,Dubai,25.09872095,55.25394008697513,35422.34332425068,17711.17166212534
4733,"Hayat Townhouses, Town Square, Dubai",35422.34332425068,2,2,Townhouse,2053,17.253942193984745,Medium,Yearly,Unfurnished,For Rent,Town Square,Dubai,25.01085145,55.28887629766314,17711.17166212534,17711.17166212534
4734,"Avenue Residence, Al Furjan, Dubai",35422.34332425068,2,2,Apartment,1460,24.261878989212796,Medium,Yearly,Unfurnished,For Rent,Al Furjan,Dubai,25.0267099,55.1469903,17711.17166212534,17711.17166212534
4735,"Sadaf 6, Sadaf, Jumeirah Beach Residence (JBR), Dubai",35422.34332425068,2,2,Apartment,1448,24.462944284703507,Medium,Yearly,Unfurnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,17711.17166212534,17711.17166212534
4736,"Creek Gate Tower 2, Creek Gate, Dubai Creek Harbour, Dubai",35422.34332425068,2,2,Apartment,1115,31.768917779597025,Medium,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,17711.17166212534,17711.17166212534
4737,"The Cosmopolitan, Business Bay, Dubai",35422.34332425068,1,2,Apartment,1323,26.77425799182561,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,35422.34332425068,17711.17166212534
4738,"Amna, Al Habtoor City, Business Bay, Dubai",35422.34332425068,1,2,Apartment,1033,34.29074861979738,Medium,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,35422.34332425068,17711.17166212534
4739,"5242 Tower 1, 5242 Towers, Dubai Marina, Dubai",35422.34332425068,1,2,Apartment,681,52.01518843502302,Medium,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,35422.34332425068,17711.17166212534
4740,"Marquise Square, Business Bay, Dubai",35422.34332425068,1,2,Apartment,834,42.47283372212312,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,35422.34332425068,17711.17166212534
4741,"Al Samar 2, Al Samar, The Greens, Dubai",35422.34332425068,1,2,Apartment,763,46.42508954685542,Medium,Yearly,Furnished,For Rent,The Greens,Dubai,25.09297535,55.17214781705864,35422.34332425068,17711.17166212534
4742,"Millennium Atria, The Atria, Business Bay, Dubai",35422.34332425068,1,2,Apartment,803,44.112507253114174,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,35422.34332425068,17711.17166212534
4743,"Burj Views Podium, Burj Views, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,906,39.09750918791466,Medium,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4744,"Lake View Tower, JLT Cluster B, Jumeirah Lake Towers (JLT), Dubai",35422.34332425068,2,2,Apartment,1552,22.82367482232647,Medium,Yearly,Unfurnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,17711.17166212534,17711.17166212534
4745,"Hayat Townhouses, Town Square, Dubai",35422.34332425068,3,2,Villa,2241,15.80648965830017,Medium,Yearly,Unfurnished,For Rent,Town Square,Dubai,25.01085145,55.28887629766314,11807.447774750226,17711.17166212534
4746,"Panoramic, Dubai Marina, Dubai",35422.34332425068,1,2,Apartment,723,48.99355923132874,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,35422.34332425068,17711.17166212534
4747,"Expo Golf Villas 1 (Parkside 1), Expo Golf Villas, Emaar South, Dubai South, Dubai",35422.34332425068,4,2,Villa,2328,15.215783214884313,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8855.58583106267,17711.17166212534
4748,"Residences 28, The Residences at District One, District One, Mohammed Bin Rashid City, Dubai",35422.34332425068,1,2,Apartment,767,46.182976954694496,Medium,Yearly,Furnished,For Rent,Mohammed Bin Rashid City,Dubai,25.1640592,55.28566124091724,35422.34332425068,17711.17166212534
4749,"Wilton Park Residences, Sobha Hartland, Dubai",35422.34332425068,1,2,Apartment,782,45.297114225384504,Medium,Yearly,Unfurnished,For Rent,Sobha Hartland,Dubai,25.177246,55.30791298414965,35422.34332425068,17711.17166212534
4750,"Wilton Park Residences I, Wilton Park Residences, Sobha Hartland, Dubai",35422.34332425068,1,2,Apartment,836,42.37122407207019,Medium,Yearly,Furnished,For Rent,Sobha Hartland,Dubai,25.177246,55.30791298414965,35422.34332425068,17711.17166212534
4751,"Hayat Townhouses, Town Square, Dubai",35422.34332425068,3,2,Townhouse,2023,17.509808860232663,Medium,Yearly,Unfurnished,For Rent,Town Square,Dubai,25.01085145,55.28887629766314,11807.447774750226,17711.17166212534
4752,"Park Tower A, Park Towers, DIFC, Dubai",35422.34332425068,1,2,Apartment,997,35.528930114594466,Medium,Yearly,Unfurnished,For Rent,Difc,Dubai,25.21282585,55.277634848521615,35422.34332425068,17711.17166212534
4753,"The Bay, Business Bay, Dubai",35422.34332425068,1,2,Apartment,843,42.01938709875526,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,35422.34332425068,17711.17166212534
4754,"Aykon City Tower C, Aykon City, Business Bay, Dubai",35422.34332425068,2,2,Apartment,809,43.7853440349205,Medium,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4755,"Socio Tower A, Socio, Dubai Hills Estate, Dubai",35422.34332425068,2,2,Apartment,722,49.06141734660759,Medium,Yearly,Furnished,For Rent,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744,17711.17166212534,17711.17166212534
4756,"Marina Quays West, Marina Quays, Dubai Marina, Dubai",35422.34332425068,2,2,Apartment,1113,31.826004783693335,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,17711.17166212534,17711.17166212534
4757,"Downtown Views II Tower 3, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",35422.34332425068,1,2,Apartment,744,47.61067651108962,Medium,Yearly,Unfurnished,For Rent,Za'Abeel,Dubai,25.21683265,55.30011608643647,35422.34332425068,17711.17166212534
4758,"Summer 1, Summer at Creek Beach, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,672,52.71182042299209,Medium,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4759,"Amna, Al Habtoor City, Business Bay, Dubai",35422.34332425068,1,2,Apartment,1033,34.29074861979738,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,35422.34332425068,17711.17166212534
4760,"Executive Bay Tower A, The Executive Bay, Business Bay, Dubai",35422.34332425068,2,2,Apartment,1177,30.095448873619944,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4761,"Marina Diamond 5, Marina Diamonds, Dubai Marina, Dubai",35422.34332425068,2,2,Apartment,1084,32.677438491006164,Medium,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,17711.17166212534,17711.17166212534
4762,"Madison Residency, Barsha Heights (Tecom), Dubai",35422.34332425068,2,2,Apartment,1300,27.247956403269754,Medium,Yearly,Unfurnished,For Rent,Barsha Heights (Tecom),Dubai,25.0982842,55.1757823,17711.17166212534,17711.17166212534
4763,"Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai",35422.34332425068,3,2,Apartment,1217,29.106280463640655,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,11807.447774750226,17711.17166212534
4764,"Collective Tower 2, Collective, Dubai Hills Estate, Dubai",35422.34332425068,2,2,Apartment,731,48.45737800855087,Medium,Yearly,Furnished,For Rent,Dubai Hills Estate,Dubai,25.09872095,55.25394008697513,17711.17166212534,17711.17166212534
4765,"Azizi Riviera 21, Azizi Riviera, Meydan One, Meydan City, Dubai",35422.34332425068,2,2,Apartment,1784,19.85557361224814,Medium,Yearly,Unfurnished,For Rent,Meydan City,Dubai,25.1541673,55.2906695,17711.17166212534,17711.17166212534
4766,"Burj Royale, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,629,56.315331199126675,Medium,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4767,"Standpoint Tower 1, Standpoint Towers, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,827,42.832337756046776,Medium,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4768,"Marina Tower, Dubai Marina, Dubai",35422.34332425068,1,2,Apartment,959,36.93675007742511,Medium,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,35422.34332425068,17711.17166212534
4769,"Mulberry 2, Park Heights, Dubai Hills Estate, Dubai",35422.34332425068,1,2,Apartment,871,40.66859164667128,Medium,Yearly,Unfurnished,For Rent,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744,35422.34332425068,17711.17166212534
4770,"Palace Residences, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,699,50.675741522533166,Medium,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4771,"Belgravia Heights 1, JVC District 12, Jumeirah Village Circle (JVC), Dubai",35422.34332425068,2,2,Apartment,1125,31.48652739933394,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,17711.17166212534,17711.17166212534
4772,"Bella Casa, Serena, Dubai",35422.34332425068,2,2,Townhouse,1778,19.9225777976663,Medium,Yearly,Unfurnished,For Rent,Serena,Dubai,25.03538045,55.28590440039767,17711.17166212534,17711.17166212534
4773,"Wilton Park Residences, Sobha Hartland, Dubai",35422.34332425068,1,2,Apartment,794,44.61252307840136,Medium,Yearly,Furnished,For Rent,Sobha Hartland,Dubai,25.177246,55.30791298414965,35422.34332425068,17711.17166212534
4774,"Wilton Park Residences, Sobha Hartland, Dubai",35422.34332425068,1,2,Apartment,707,50.10232436244792,Medium,Yearly,Furnished,For Rent,Sobha Hartland,Dubai,25.177246,55.30791298414965,35422.34332425068,17711.17166212534
4775,"Saba Tower 3, JLT Cluster Q, Jumeirah Lake Towers (JLT), Dubai",35422.34332425068,2,2,Apartment,1137,31.154215764512468,Medium,Yearly,Furnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,17711.17166212534,17711.17166212534
4776,"Marina Park, Dubai Marina, Dubai",35422.34332425068,2,2,Apartment,1278,27.717013555751706,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,17711.17166212534,17711.17166212534
4777,"C2, The Hills C, The Hills, Dubai",35422.34332425068,1,2,Apartment,880,40.25266286846668,Medium,Yearly,Unfurnished,For Rent,The Hills,Dubai,25.07863765,55.15818293380914,35422.34332425068,17711.17166212534
4778,"Bloom Tower B, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",35422.34332425068,2,2,Apartment,1163,30.457732866939537,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,17711.17166212534,17711.17166212534
4779,"Aykon City Tower C, Aykon City, Business Bay, Dubai",35422.34332425068,2,2,Apartment,815,43.46299794386587,Medium,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4780,"Abu Keibal, Shoreline Apartments, Palm Jumeirah, Dubai",35422.34332425068,1,2,Apartment,720,49.19769906145929,Medium,Yearly,Unfurnished,For Rent,Palm Jumeirah,Dubai,25.10019025,55.11853499506269,35422.34332425068,17711.17166212534
4781,"Sadaf 1, Sadaf, Jumeirah Beach Residence (JBR), Dubai",35422.34332425068,2,2,Apartment,1402,25.265580117166213,Medium,Yearly,Unfurnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,17711.17166212534,17711.17166212534
4782,"Binghatti Nova, JVC District 12, Jumeirah Village Circle (JVC), Dubai",35422.34332425068,2,2,Apartment,989,35.81632287588542,Medium,Yearly,Furnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,17711.17166212534,17711.17166212534
4783,"Acacia B, Acacia, Park Heights, Dubai Hills Estate, Dubai",35422.34332425068,1,2,Apartment,965,36.70709152772091,Medium,Yearly,Unfurnished,For Rent,Dubai Hills Estate,Dubai,25.09872095,55.25394008697513,35422.34332425068,17711.17166212534
4784,"DAMAC Maison Dubai Mall Street, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,873,40.57542190635817,Medium,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4785,"Harbour Views 1, Harbour Views, Dubai Creek Harbour, Dubai",35422.34332425068,2,2,Apartment,1181,29.993516785987033,Medium,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,17711.17166212534,17711.17166212534
4786,"Ocean Heights, Dubai Marina, Dubai",35422.34332425068,1,2,Apartment,1114,31.797435659111926,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,35422.34332425068,17711.17166212534
4787,"Sulafa Tower, Dubai Marina, Dubai",35422.34332425068,2,2,Apartment,1383,25.612684977766225,Medium,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,17711.17166212534,17711.17166212534
4788,"Al Khair 5, Jumeirah Garden City, Al Satwa, Dubai",35422.34332425068,2,2,Apartment,1722,20.570466506533496,Medium,Yearly,Furnished,For Rent,Al Satwa,Dubai,25.2208602,55.2737617,17711.17166212534,17711.17166212534
4789,"KG Tower, Dubai Marina, Dubai",35422.34332425068,2,2,Apartment,1770,20.012623347034285,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,17711.17166212534,17711.17166212534
4790,"Paloma, Marina Promenade, Dubai Marina, Dubai",35422.34332425068,1,2,Apartment,891,39.755716413300426,Medium,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,35422.34332425068,17711.17166212534
4791,"Golden Sands Al Barsha, Al Barsha 1, Al Barsha, Dubai",35422.34332425068,2,2,Apartment,1700,20.836672543676872,Medium,Yearly,Unfurnished,For Rent,Al Barsha,Dubai,25.096326,55.1984022,17711.17166212534,17711.17166212534
4792,"Burj Views B, Burj Views, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,915,38.71294352377124,Medium,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4793,"South Ridge 5, South Ridge, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,933,37.96607001527404,Medium,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4794,"Burj Views Podium, Burj Views, Downtown Dubai, Dubai",35422.34332425068,2,2,Apartment,1195,29.64212830481229,Medium,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,17711.17166212534,17711.17166212534
4795,"Churchill Residence, Churchill Towers, Business Bay, Dubai",35422.34332425068,2,2,Apartment,1270,27.891608916732817,Medium,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4796,"Socio Tower A, Socio, Dubai Hills Estate, Dubai",35422.34332425068,2,2,Apartment,722,49.06141734660759,Medium,Yearly,Unfurnished,For Rent,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744,17711.17166212534,17711.17166212534
4797,"Rawda Apartments 1, Rawda Apartments, Town Square, Dubai",35422.34332425068,3,2,Apartment,1530,23.15185838147139,Medium,Yearly,Unfurnished,For Rent,Town Square,Dubai,25.01085145,55.28887629766314,11807.447774750226,17711.17166212534
4798,"Zahra Apartments 1B, Zahra Apartments, Town Square, Dubai",35422.34332425068,3,2,Apartment,1413,25.068891241507913,Medium,Yearly,Unfurnished,For Rent,Town Square,Dubai,25.01085145,55.28887629766314,11807.447774750226,17711.17166212534
4799,"Asayel Building 2, Asayel, Madinat Jumeirah Living, Umm Suqeim, Dubai",35422.34332425068,1,2,Apartment,801,44.22265084176115,Medium,Yearly,Furnished,For Rent,Umm Suqeim,Dubai,25.1539087,55.2075004,35422.34332425068,17711.17166212534
4800,"Indigo Tower, JLT Cluster D, Jumeirah Lake Towers (JLT), Dubai",35422.34332425068,1,2,Apartment,826,42.88419288650204,Medium,Yearly,Furnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,35422.34332425068,17711.17166212534
4801,"Al Hatimi, Shoreline Apartments, Palm Jumeirah, Dubai",35422.34332425068,1,2,Apartment,720,49.19769906145929,Medium,Yearly,Furnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,35422.34332425068,17711.17166212534
4802,"Marina Heights Tower, Dubai Marina, Dubai",35422.34332425068,2,2,Apartment,1159,30.56285015034571,Medium,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,17711.17166212534,17711.17166212534
4803,"Reva Residences, Business Bay, Dubai",35422.34332425068,2,2,Apartment,914,38.75529904184976,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4804,"Alpha Green Tower, JVC District 12, Jumeirah Village Circle (JVC), Dubai",35422.34332425068,2,2,Apartment,1326,26.713682748303683,Medium,Yearly,Furnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,17711.17166212534,17711.17166212534
