,instance_date,actual_worth,row_status_code,property_type_en,property_sub_type_en,area_name_en,actual_area,worth_per_sqft
19909,09/13/2023,256407.69560034154,Completed,Unit,Flat,Marsa Dubai,384.54,666.7906995379974
19910,09/18/2023,143889.5363544712,Completed,Unit,Flat,Al Thanyah Fifth,187.4,767.820364751714
19911,09/18/2023,254198.73500639098,Completed,Unit,Office,Business Bay,120.47,2110.0583963342824
19912,09/21/2023,148739.86547387927,Completed,Building,Villa,Wadi Al Safa 7,259.87,572.3625869622475
19913,09/25/2023,227066.7682499364,Completed,Building,Villa,Dubai Investment Park First,300.25,756.2590116567408
19914,09/25/2023,227270.95804052104,Completed,Building,Villa,Dubai Investment Park First,300.52,756.2590111823541
19915,10/16/2023,157678.78568922193,Completed,Building,Villa,Al Thanayah Fourth,321.84,489.92911287975994
19916,10/19/2023,70508.6065114678,Completed,Unit,Flat,Al Merkadh,70.15,1005.1119958869251
19919,11/14/2023,80811.53138262792,Completed,Unit,Office,Burj Khalifa,104.26,775.0962150645302
19920,11/15/2023,167515.69706325934,Completed,Unit,Flat,Madinat Dubai Almelaheyah,126.51,1324.1300850783284
19925,02/19/2024,151240.70932224326,Completed,Unit,Flat,Al Thanyah Fifth,177.79,850.6705063403075
19928,04/23/2024,214135.971976074,Completed,Building,Villa,Al Thanayah Fourth,413.53,517.8245156967428
19929,04/23/2024,121173.9803900768,Completed,Unit,Office,Al Thanyah Fifth,139.24,870.2526600838609
19930,04/23/2024,185461.1788951113,Completed,Unit,Flat,Trade Center Second,134.99,1373.888279836368
19937,05/15/2024,54592.85559028214,Completed,Unit,Flat,Business Bay,44.45,1228.1857275654024
19938,05/15/2024,75893.75299983457,Completed,Unit,Office,Burj Khalifa,89.47,848.2592265545386
19939,05/23/2024,249965.7030351093,Completed,Unit,Office,Business Bay,233.97,1068.366470210323
19940,10/22/2024,168362.64262891965,Completed,Unit,Flat,Al Thanyah First,268.52,627.0022442608359
19943,01/20/2025,65445.81974211994,Completed,Unit,Office,Al Qusais Industrial Fourth,93.27,701.6813524404411
19945,06/14/2023,114876.44502077534,Completed,Unit,Flat,Marsa Dubai,118.59,968.6857662600163
19947,07/20/2023,35817.82816057377,Completed,Unit,Flat,Al Merkadh,27.47,1303.8889028239453
19948,08/15/2023,200227.04602627168,Completed,Unit,Flat,Jumeirah First,111.73,1792.0616309520422
19949,09/28/2023,39326.61790768633,Completed,Unit,Flat,Nadd Hessa,89.92,437.3511777990028
19950,10/19/2023,132081.79654018462,Completed,Unit,Flat,Al Jadaf,137.88,957.9474654785656
19951,10/23/2023,108685.46006612804,Completed,Unit,Flat,Palm Jumeirah,48.63,2234.946742054864
19952,11/22/2023,171693.67970557668,Completed,Unit,Flat,Business Bay,133.17,1289.2819682028737
19954,12/14/2023,101606.09232554224,Completed,Unit,Office,Marsa Dubai,121.63,835.3703224989085
19955,02/23/2024,37703.368197562144,Completed,Unit,Flat,Jabal Ali,88.0,428.447365881388
19956,03/21/2024,258797.76867946447,Completed,Unit,Flat,Marsa Dubai,256.25,1009.9425119198613
19957,04/19/2024,192879.62605091577,Completed,Building,Villa,Al Thanayah Fourth,172.99,1114.975582697935
19959,05/16/2024,61272.010718172445,Completed,Unit,Flat,Al Warsan First,149.22,410.6152708629704
19960,05/16/2024,208930.94093358188,Completed,Unit,Flat,Business Bay,124.63,1676.4097001811915
19961,05/20/2024,91024.25164559703,Completed,Unit,Office,Business Bay,111.95,813.0795144760789
19962,02/21/2024,236157.27256339247,Completed,Unit,Flat,Palm Jumeirah,181.47,1301.3570979412161
19963,02/21/2024,410019.3131853255,Completed,Building,Villa,Wadi Al Safa 3,612.34,669.5942012367728
19964,03/25/2024,164339.099445026,Completed,Unit,Flat,Al Thanyah Fifth,231.11,711.0860605124226
19966,06/20/2024,1142440.8619938856,Completed,Unit,Office,Burj Khalifa,341.23,3348.008270063844
19968,08/28/2024,148096.4947095344,Completed,Unit,Flat,Al Hebiah Sixth,132.95,1113.9262482853285
19969,09/16/2024,50246.67227006709,Completed,Unit,Flat,Al Thanyah Fifth,50.13,1002.3273941764828
19970,11/20/2024,84570.91108175056,Completed,Unit,Flat,Marsa Dubai,74.46,1135.789834565546
19973,12/16/2024,185789.53642865567,Completed,Unit,Flat,Zaabeel Second,108.52,1712.0303762316225
19974,12/25/2024,101055.54859045794,Completed,Unit,Office,Al Thanyah Fifth,102.01,990.6435505387504
19975,01/20/2025,105261.58779991855,Completed,Unit,Office,Al Thanyah First,175.77,598.8598042892334
19976,01/20/2025,105306.35887034854,Completed,Unit,Office,Al Thanyah First,175.77,599.1145182360387
19977,01/20/2025,105129.76421949406,Completed,Unit,Office,Al Thanyah First,175.77,598.10982658869
19978,07/20/2023,27369.68718633878,Completed,Unit,Hotel Apartment,Jabal Ali First,31.37,872.4796680375766
19981,08/22/2023,218341.32126994914,Completed,Unit,Flat,Palm Jumeirah,144.08,1515.4172769985364
19982,09/21/2023,462063.1658519975,Completed,Unit,Flat,Burj Khalifa,221.02,2090.5943618314973
19983,09/21/2023,259149.0358615154,Completed,Unit,Hotel Apartment,Burj Khalifa,134.87,1921.472794999002
19984,10/16/2023,119830.56266696143,Completed,Unit,Office,Burj Khalifa,189.61,631.9844030745289
19985,10/19/2023,48465.14479696081,Completed,Unit,Flat,Al Warsan First,90.45,535.8224963732539
19987,11/22/2023,100417.90486731737,Completed,Unit,Flat,Al Khairan First,70.1,1432.4950765665817
19990,12/21/2023,121373.56629235655,Completed,Building,Villa,Al Yelayiss 1,219.87,552.0242247344183
19991,12/21/2023,132180.08280470717,Completed,Building,Villa,Al Yelayiss 1,234.02,564.8238731933475
19992,12/21/2023,145111.41023938588,Completed,Building,Villa,Al Yelayiss 1,264.6,548.4180281155928
19993,12/21/2023,139829.16503151727,Completed,Building,Villa,Al Yelayiss 1,214.93,650.5800262016344
19995,01/31/2024,437054.9514054619,Completed,Unit,Flat,Palm Jumeirah,226.67,1928.1552539174213
19996,01/31/2024,81725.27487201325,Completed,Unit,Flat,Mirdif,142.81,572.2657718087896
19997,02/20/2024,197796.34285392112,Completed,Unit,Flat,Marsa Dubai,197.02,1003.940426626338
19998,02/20/2024,199240.73231942946,Completed,Building,Villa,Al Thanayah Fourth,344.99,577.5261089290399
19999,02/20/2024,315872.0191752022,Completed,Unit,Flat,Palm Jumeirah,185.53,1702.5387763445383
20000,03/26/2024,54626.85507544189,Completed,Unit,Flat,Business Bay,50.21,1087.967637431625
20001,04/25/2024,168588.78657201715,Completed,Unit,Flat,Marsa Dubai,110.42,1526.7957487051
20002,04/25/2024,164506.94255377076,Completed,Unit,Flat,Burj Khalifa,86.33,1905.559394807955
20005,04/15/2024,146652.8441213628,Completed,Unit,Flat,Hadaeq Sheikh Mohammed Bin Rashid,91.76,1598.2219280880863
20006,04/15/2024,41055.004076436715,Completed,Unit,Flat,Al Warsan First,98.85,415.3262931354246
20009,08/28/2024,58715.701365958674,Completed,Unit,Flat,Nadd Hessa,105.86,554.6542732472952
20012,12/25/2024,167737.52866302518,Completed,Building,Villa,Al Thanayah Fourth,254.76,658.4139137345941
20015,01/31/2025,32678.408090261728,Completed,Unit,Flat,Jabal Ali Industrial Second,30.98,1054.822727251831
20017,07/17/2023,120043.68426792168,Completed,Unit,Flat,Marsa Dubai,122.89,976.8385081611334
20018,07/28/2023,34515.63029723492,Completed,Unit,Flat,Al Thanyah Fifth,49.1,702.9659938337052
20019,09/18/2023,138462.9207465035,Completed,Unit,Flat,Jabal Ali First,304.38,454.90150715061276
20020,09/19/2023,5503030.699759864,Completed,Unit,Flat,Palm Jumeirah,2463.2,2234.09820548874
20021,09/19/2023,127103.2076623657,Completed,Unit,Flat,Business Bay,124.75,1018.8633880750758
20022,09/19/2023,127102.29445152082,Completed,Unit,Flat,Business Bay,124.75,1018.8560677476619
20023,09/19/2023,127247.45714177618,Completed,Unit,Flat,Business Bay,124.75,1020.0196965272639
20024,09/19/2023,83229.38654634933,Completed,Unit,Flat,Business Bay,75.76,1098.592747443893
20025,09/19/2023,204189.85660883496,Completed,Unit,Flat,Business Bay,201.76,1012.043301986692
20026,10/24/2023,149994.76851106572,Completed,Building,Villa,Wadi Al Safa 7,275.6,544.2480715205577
20027,10/25/2023,27082.471618875796,Completed,Unit,Flat,Al Warsan First,69.0,392.49958867935936
20028,10/27/2023,149869.44052297086,Completed,Unit,Flat,Marsa Dubai,77.09,1944.0840643789188
20029,10/31/2023,150967.89592808855,Completed,Unit,Flat,Burj Khalifa,138.15,1092.7824533339742
20030,10/31/2023,89181.2037320724,Completed,Unit,Office,Al Thanyah Fifth,117.06,761.8418224164736
20031,10/31/2023,294845.3357626275,Completed,Unit,Flat,Marsa Dubai,330.15,893.0647758977055
20035,12/19/2023,159962.54129293148,Completed,Building,Villa,Wadi Al Safa 6,255.18,626.8615929654811
20036,12/22/2023,54790.905132155924,Completed,Unit,Flat,Nadd Hessa,129.44,423.2919123312417
20039,02/14/2024,243793.07873717256,Completed,Building,Villa,Dubai Investment Park First,374.7,650.6353849404126
20042,12/25/2023,111485.05961835057,Completed,Unit,Flat,Al Thanyah Fifth,144.66,770.6695673880172
20043,01/25/2024,186846.58948019682,Completed,Building,Villa,Al Yelayiss 1,366.92,509.2297761915317
20047,04/30/2024,1543233.5942895762,Completed,Unit,Office,Burj Khalifa,920.05,1677.3366602788722
20049,06/21/2024,162321.62009983748,Completed,Unit,Flat,Al Merkadh,108.29,1498.9529975051942
20050,06/24/2024,187402.32983751377,Completed,Unit,Office,Business Bay,158.34,1183.5438287072993
20051,06/24/2024,193270.5181266047,Completed,Building,Villa,Al Yufrah 1,174.0,1110.7501041758892
20052,06/24/2024,231465.25681551287,Completed,Unit,Office,Business Bay,216.82,1067.5456914284332
20053,07/18/2024,62141.42898580183,Completed,Unit,Flat,Me'Aisem First,127.11,488.87915180396374
20054,08/19/2024,298069.4574370304,Completed,Unit,Flat,Marsa Dubai,351.7,847.510541475776
20055,08/19/2024,92619.68588811053,Completed,Unit,Flat,Marsa Dubai,98.86,936.8772596410129
20057,01/14/2025,186212.44503857964,Completed,Building,Villa,Al Thanayah Fourth,337.07,552.4444330215672
20058,02/14/2025,148776.43174175496,Completed,Unit,Flat,Hadaeq Sheikh Mohammed Bin Rashid,97.18,1530.9367332965112
20061,06/13/2023,254886.78633611056,Completed,Unit,Flat,Marsa Dubai,271.39,939.1900450868144
20062,07/20/2023,182588.05288759345,Completed,Building,Villa,Al Barsha South Fourth,292.83,623.5291906143273
20069,10/16/2023,153349.54165124247,Completed,Unit,Office,Burj Khalifa,244.1,628.2242591202067
20070,11/21/2023,146928.77177963356,Completed,Building,Villa,Al Yelayiss 1,297.81,493.3641307532775
20073,01/16/2024,200298.07320672023,Completed,Building,Villa,Al Yelayiss 1,216.01,927.262965634555
20079,06/27/2024,56703.79104905003,Completed,Unit,Flat,Marsa Dubai,33.16,1710.005761430942
20080,07/30/2024,58106.313766189836,Completed,Unit,Flat,Al Yelayiss 2,81.89,709.5654385906685
20081,12/21/2023,179310.35815521024,Completed,Building,Villa,Al Yelayiss 1,342.72,523.1978237488627
20082,12/21/2023,167532.99539833725,Completed,Building,Villa,Al Yelayiss 1,330.59,506.7697008328663
20083,12/21/2023,85344.22262463176,Completed,Unit,Flat,Al Thanyah Fifth,100.64,848.0149306899023
20084,02/16/2024,243724.10349920735,Completed,Building,Villa,Dubai Investment Park First,374.43,650.9203415837602
20086,06/23/2024,174333.50816140464,Completed,Unit,Flat,Al Thanyah Third,148.56,1173.4888810003004
20088,07/18/2024,62389.27856343255,Completed,Unit,Flat,Me'Aisem First,126.47,493.31286916606746
20089,07/18/2024,44537.18756282498,Completed,Unit,Flat,Me'Aisem First,90.82,490.38964504321723
20090,07/18/2024,45270.09750065097,Completed,Unit,Flat,Me'Aisem First,90.82,498.4595628787819
20096,11/20/2024,296326.9458030506,Completed,Unit,Flat,Palm Jumeirah,185.18,1600.2103132252435
20099,01/21/2025,90139.47422497628,Completed,Unit,Flat,Al Thanyah Fifth,94.07,958.2170110021929
20100,01/23/2025,30708.488409789083,Completed,Unit,Office,Nadd Hessa,52.83,581.2698922920515
20101,01/29/2025,296737.8862321781,Completed,Building,Villa,Jabal Ali First,222.6,1333.0542957420398
20102,06/15/2023,200713.93577553562,Completed,Building,Villa,Wadi Al Safa 6,364.86,550.1121958437088
20103,07/27/2023,155787.3902718935,Completed,Unit,Flat,Al Khairan First,104.56,1489.932959754146
20104,09/13/2023,66102.49474959403,Completed,Unit,Flat,Al Safouh First,90.69,728.8840528128133
20106,10/17/2023,155787.3902718935,Completed,Unit,Flat,Marsa Dubai,131.18,1187.5849235546082
20107,10/30/2023,207716.5203625247,Completed,Building,Villa,Al Yelayiss 2,291.58,712.3826063602603
20109,11/23/2023,120955.32982045131,Completed,Unit,Office,Al Thanyah Fifth,183.65,658.6187303046627
20110,03/15/2024,84906.39774301164,Completed,Unit,Office,Business Bay,99.92,849.7437724480748
20111,04/22/2024,65107.67950231122,Completed,Unit,Flat,Business Bay,37.22,1749.265972657475
20113,05/15/2024,191342.1781005956,Completed,Unit,Office,Burj Khalifa,195.0,981.2419389774134
20114,05/15/2024,75994.60604707302,Completed,Unit,Hotel Rooms,World Islands,37.76,2012.5690160771455
20115,05/15/2024,172754.78248742016,Completed,Building,Villa,Al Yelayiss 1,333.32,518.2850788654151
20116,05/15/2024,173927.19090854464,Completed,Unit,Office,Burj Khalifa,180.79,962.0398855497796
20117,05/20/2024,169498.95066064983,Completed,Unit,Office,Business Bay,265.6,638.1737600175069
20120,12/21/2023,181600.5670661006,Completed,Unit,Flat,Al Khairan First,109.27,1661.9435075144195
20121,12/21/2023,152374.90458022346,Completed,Building,Villa,Al Yelayiss 2,190.82,798.5269079772743
20123,01/16/2024,142063.26303365527,Completed,Unit,Office,Business Bay,197.77,718.3256461225427
20124,01/16/2024,93649.75730550129,Completed,Unit,Flat,Business Bay,116.09,806.6996063872969
20125,01/19/2024,151209.85896790115,Completed,Unit,Flat,Marsa Dubai,131.63,1148.7492134612257
20127,02/21/2024,26127.18259988383,Completed,Unit,Flat,Nadd Hessa,47.25,552.9562455001868
20128,02/21/2024,26236.500095327046,Completed,Unit,Flat,Nadd Hessa,47.84,548.4218247350971
20129,02/22/2024,171875.41534031014,Completed,Building,Villa,Wadi Al Safa 7,325.49,528.0512929439004
20130,07/16/2024,54269.59675546795,Completed,Unit,Flat,Al Thanyah Fifth,65.72,825.7698836802792
20135,09/24/2024,68133.66558085328,Completed,Unit,Office,Burj Khalifa,78.97,862.779100681946
20137,12/18/2024,91879.35527759457,Completed,Unit,Flat,Al Thanyah Third,101.06,909.1564939401798
20138,12/25/2024,163248.73830759997,Completed,Unit,Flat,Palm Jumeirah,105.91,1541.391165211972
20139,12/30/2024,48219.90651272894,Completed,Unit,Flat,Al Hebiah Fourth,50.43,956.1750250392414
20140,01/23/2025,191404.69187108814,Completed,Building,Villa,Al Hebiah Fourth,157.43,1215.8082441154045
20141,01/23/2025,304156.33338798257,Completed,Building,Villa,Jabal Ali First,228.2,1332.8498395617116
20142,01/28/2025,156300.6681795353,Completed,Unit,Flat,Marsa Dubai,160.97,970.9925338854154
20143,01/28/2025,302152.2688207859,Completed,Unit,Flat,Palm Jumeirah,158.79,1902.8419221662946
20145,02/20/2025,220019.45265213196,Completed,Unit,Flat,Business Bay,162.28,1355.8014089976089
20146,07/31/2023,56392.383183567246,Completed,Unit,Office,Business Bay,95.96,587.6655187949901
20147,08/17/2023,234041.14641714963,Completed,Unit,Flat,Palm Jumeirah,206.07,1135.7361402297745
20148,10/25/2023,21488.565576476398,Completed,Unit,Flat,Al Warsan First,43.54,493.53618687359665
20149,10/30/2023,69126.14846835031,Completed,Unit,Flat,Hadaeq Sheikh Mohammed Bin Rashid,44.19,1564.2939232484796
20150,10/30/2023,66060.67251190847,Completed,Unit,Flat,Al Thanyah Third,68.8,960.1841934870419
20151,11/21/2023,70691.94749816578,Completed,Unit,Flat,Al Thanyah Fifth,92.11,767.4731027919421
20154,05/21/2024,266369.7161182827,Completed,Building,Villa,Al Yufrah 1,257.52,1034.3651604468885
20155,05/29/2024,200298.07320672023,Completed,Building,Villa,Al Yelayiss 2,266.71,750.9957377178218
20157,07/29/2024,271715.1457242667,Completed,Unit,Flat,Marsa Dubai,218.88,1241.3886409186161
20158,07/30/2024,86341.00895332386,Completed,Unit,Office,Business Bay,107.74,801.3830420765163
20159,07/30/2024,33869.84111911726,Completed,Unit,Flat,Al Barsha South Fourth,40.83,829.5332137917527
20160,07/31/2024,119103.98511562763,Completed,Unit,Office,Business Bay,124.1,959.7420234941792
20164,08/13/2024,139609.0901200379,Completed,Unit,Office,Al Thanyah Fifth,130.08,1073.2556128539197
20165,08/21/2024,221521.70600545555,Completed,Unit,Flat,Marsa Dubai,223.76,989.9968984870198
20166,08/23/2024,180036.94535052535,Completed,Unit,Flat,Zaabeel Second,103.02,1747.5921699720961
20169,09/19/2024,47562.827199884865,Completed,Unit,Office,Dubai Investment Park First,133.6,356.00918562788075
20171,01/16/2024,92730.58944755566,Completed,Unit,Office,Al Thanyah Fifth,104.24,889.5873891745555
20173,04/22/2024,22828.35493708786,Completed,Unit,Flat,Al Warsan First,40.94,557.6051523470411
20175,10/21/2024,177705.3800804308,Completed,Unit,Flat,Marsa Dubai,87.58,2029.0634857322539
20176,10/21/2024,147396.24893638014,Completed,Unit,Flat,Marsa Dubai,112.44,1310.8880197116698
20177,12/20/2024,158626.54869357438,Completed,Unit,Hotel Apartment,Burj Khalifa,77.93,2035.5004323569149
20178,01/20/2025,79305.26316570364,Completed,Unit,Office,Al Thanyah First,132.11,600.297200557896
20179,01/20/2025,212622.3743333598,Completed,Unit,Office,Al Thanyah First,374.31,568.0381884891127
20180,01/20/2025,105156.76069053872,Completed,Unit,Office,Al Thanyah First,175.77,598.2634163425995
20181,01/20/2025,175499.5404271987,Completed,Unit,Office,Al Thanyah First,305.96,573.6028906628275
20182,01/20/2025,65332.59198318089,Completed,Unit,Office,Al Qusais Industrial Fourth,93.27,700.4673741093695
20183,01/23/2025,141363.31325654252,Completed,Building,Villa,Al Barsha South Fourth,169.91,831.9893664677919
20188,02/13/2025,100477.63968750533,Completed,Building,Villa,Hadaeq Sheikh Mohammed Bin Rashid,111.52,900.9831392351626
20190,07/19/2023,47051.32897771573,Completed,Unit,Flat,Al Barsha South Fourth,76.23,617.2285055452674
20191,08/25/2023,112334.9488238423,Completed,Unit,Office,Business Bay,140.68,798.5139950514806
20192,10/23/2023,60508.85206206867,Completed,Unit,Flat,Business Bay,42.39,1427.4322260454983
20196,01/25/2024,75399.6517780905,Completed,Unit,Flat,Business Bay,90.47,833.4215958670333
20198,02/13/2024,184209.24175309777,Completed,Unit,Flat,Marsa Dubai,67.85,2714.948294076607
20201,06/21/2024,309063.24003646907,Completed,Unit,Flat,Al Jadaf,213.58,1447.0607736514141
20202,06/27/2024,457505.303818794,Completed,Unit,Flat,Al Wasl,294.44,1553.8150516872504
20203,06/27/2024,170624.28458350242,Completed,Building,Villa,Hadaeq Sheikh Mohammed Bin Rashid,129.28,1319.804181493676
20210,07/16/2024,127604.3719876468,Completed,Unit,Flat,Palm Jumeirah,66.62,1915.4063642696906
20211,01/24/2024,102862.58068488589,Completed,Unit,Office,Business Bay,111.8,920.0588612243819
20212,01/30/2024,44201.54511417361,Completed,Unit,Flat,Al Hebiah First,86.12,513.2552846513424
20213,01/30/2024,50693.641129651456,Completed,Unit,Flat,Al Hebiah First,96.43,525.7040457290414
20216,03/18/2024,205907.66481378587,Completed,Unit,Flat,Trade Center Second,196.03,1050.388536518828
20218,09/23/2024,75675.4362603311,Completed,Unit,Flat,Marsa Dubai,74.16,1020.4346852795456
20219,09/23/2024,87277.0359742758,Completed,Unit,Flat,Business Bay,78.87,1106.5935840531988
20220,10/30/2024,369735.98265863786,Completed,Unit,Flat,Marsa Dubai,214.41,1724.4344137803175
20221,10/30/2024,64758.081470870355,Completed,Unit,Flat,Me'Aisem First,71.8,901.9231402628184
20225,12/13/2024,170624.28458350242,Completed,Building,Villa,Wadi Al Safa 5,164.73,1035.7814883961782
20226,01/14/2025,49798.81319682402,Completed,Unit,Flat,Al Hebiah First,97.73,509.5550311759339
20227,01/20/2025,250186.44263945383,Completed,Building,Villa,Wadi Al Safa 6,527.65,474.1522650231287
20228,01/27/2025,92876.28849154037,Completed,Unit,Flat,Marsa Dubai,98.86,939.4728756983651
20229,01/30/2025,131212.22174332026,Completed,Unit,Flat,Al Merkadh,84.72,1548.7750441846113
20230,07/31/2023,1554387.383892029,Completed,Building,Villa,World Islands,1001.76,1551.6564685074559
20231,08/23/2023,404940.34455719666,Completed,Unit,Flat,Marsa Dubai,196.18,2064.1265396941412
20232,08/23/2023,22094.577040944634,Completed,Unit,Flat,Nadd Hessa,32.86,672.3851807956371
20233,08/23/2023,178042.73173930688,Completed,Building,Villa,Al Thanayah Fourth,242.49,734.2271093212374
20234,08/23/2023,98024.69452689224,Completed,Unit,Flat,Burj Khalifa,47.71,2054.5943099327656
20235,08/23/2023,2077165.2036252466,Completed,Unit,Flat,Palm Jumeirah,1297.65,1600.712983951949
20238,09/19/2023,89302.32100956164,Completed,Unit,Flat,Business Bay,84.3,1059.3395137551795
20239,09/26/2023,556894.6676943689,Completed,Unit,Office,Al Thanyah Fifth,303.26,1836.3604421762477
20242,10/24/2023,193028.54989387913,Completed,Unit,Flat,Marsa Dubai,178.9,1078.974566203908
20243,10/26/2023,207716.5203625247,Completed,Building,Villa,Al Yelayiss 1,243.0,854.8004953190317
20249,11/14/2023,26305.3521870695,Completed,Unit,Flat,Al Warsan First,68.0,386.84341451572794
20250,11/14/2023,214741.66889838286,Completed,Unit,Hotel Rooms,Palm Jumeirah,115.88,1853.1383232514918
20251,11/22/2023,148368.94311608904,Completed,Unit,Flat,Mirdif,148.83,996.9021240078548
20253,12/14/2023,206562.87987085967,Completed,Unit,Flat,Al Thanyah Fifth,244.32,845.4603793011611
20254,12/14/2023,338443.8590465366,Completed,Unit,Flat,Marsa Dubai,191.38,1768.4390168593197
20255,12/27/2023,39345.49340462955,Completed,Unit,Office,Business Bay,29.2,1347.4484042681354
20256,12/27/2023,331614.7852619194,Completed,Unit,Flat,Palm Jumeirah,199.14,1665.2344343774198
20257,12/27/2023,128011.88212680945,Completed,Unit,Flat,Al Barsha South Fourth,262.07,488.4644641767827
20258,12/15/2023,189255.1048189491,Completed,Unit,Flat,Marsa Dubai,178.9,1057.8820839516438
20260,01/18/2024,162463.99271211753,Completed,Unit,Office,Business Bay,225.77,719.5995602255283
20261,01/18/2024,140950.4959602846,Completed,Unit,Office,Business Bay,195.59,720.6426502391973
20262,01/30/2024,227355.37922730937,Completed,Building,Villa,Dubai Investment Park First,300.58,756.3889121941227
20263,04/15/2024,275902.72338613536,Completed,Unit,Flat,Madinat Dubai Almelaheyah,180.12,1531.7717265497188
20264,04/30/2024,128496.8312102974,Completed,Unit,Flat,Marsa Dubai,79.97,1606.8129449830863
20267,11/13/2024,26773.82044835611,Completed,Unit,Flat,Al Warsan First,69.72,384.01922616689774
20269,12/13/2024,114042.59375618976,Completed,Building,Villa,Hadaeq Sheikh Mohammed Bin Rashid,131.04,870.2884138903371
20270,12/30/2024,216718.9105861983,Completed,Unit,Office,Business Bay,202.7,1069.1608810369921
20271,12/30/2024,101310.83961243065,Completed,Unit,Flat,Al Thanyah Fifth,68.51,1478.7744798194517
20273,01/24/2025,149110.7878316695,Completed,Unit,Flat,Al Hebiah Third,152.93,975.0264031365298
20274,02/17/2025,149110.7878316695,Completed,Unit,Flat,Al Jadaf,70.33,2120.159076235881
20277,10/18/2023,57361.46754689015,Completed,Unit,Office,Business Bay,76.27,752.0842735923712
20278,10/25/2023,118435.37308483514,Completed,Unit,Flat,Al Khairan First,74.74,1584.6316976831033
20280,11/14/2023,27058.41211106009,Completed,Unit,Flat,Al Warsan First,69.0,392.15090016029114
20281,12/20/2023,108103.33748519092,Completed,Unit,Flat,Al Hebiah First,210.8,512.8241816185528
20282,03/26/2024,178042.73173930688,Completed,Unit,Flat,Burj Khalifa,142.14,1252.587109464661
20286,07/16/2024,282490.16350999376,Completed,Unit,Flat,Palm Jumeirah,200.38,1409.7722502744473
20287,07/29/2024,186944.8683262722,Completed,Building,Villa,Wadi Al Safa 5,127.88,1461.8772937619035
20293,12/15/2023,150412.59548468798,Completed,Unit,Flat,Business Bay,144.59,1040.269696968587
20294,12/15/2023,101753.37891721827,Completed,Unit,Flat,Business Bay,113.76,894.4565657280087
20295,12/15/2023,123305.25574725647,Completed,Unit,Flat,Business Bay,144.14,855.4548060722664
20296,12/20/2023,98132.7427260271,Completed,Unit,Flat,Al Hebiah First,231.24,424.3761577842376
20298,03/15/2024,178042.73173930688,Completed,Building,Villa,Wadi Al Safa 7,276.02,645.0356196627306
20302,08/15/2024,74692.94602115297,Completed,Unit,Flat,Al Safouh First,70.99,1052.1615160044087
20303,08/15/2024,80612.9662586768,Completed,Unit,Flat,Al Safouh First,90.78,888.0035939488521
20304,08/15/2024,119239.89700227969,Completed,Unit,Flat,Al Safouh First,136.55,873.2324936087856
20305,08/19/2024,326924.23614104255,Completed,Unit,Flat,Marsa Dubai,384.54,850.1696472175653
20306,08/19/2024,92876.28849154037,Completed,Unit,Flat,Marsa Dubai,98.86,939.4728756983651
20307,11/18/2024,212895.46888666166,Completed,Unit,Flat,Marsa Dubai,141.33,1506.3713923912944
20311,01/15/2025,500378.800006825,Completed,Building,Villa,Dubai Investment Park First,883.78,566.1802711159169
20312,01/16/2025,56813.5632953039,Completed,Unit,Flat,Al Qusais Industrial Fourth,127.64,445.10782901366264
20313,01/20/2025,76531.1318844117,Completed,Unit,Office,Al Qusais Industrial Fourth,109.28,700.32148503305
20314,01/28/2025,163924.704245058,Completed,Unit,Flat,Al Thanyah Fifth,153.97,1064.6535315000194
20315,01/28/2025,67944.36832293391,Completed,Unit,Flat,Al Thanyah Fifth,71.4,951.6017972399707
20316,02/13/2025,155366.78434796672,Completed,Unit,Flat,Marsa Dubai,79.94,1943.5424611954807
20317,02/14/2025,153335.51410951556,Completed,Unit,Flat,Marsa Dubai,146.69,1045.3031161600352
20318,06/13/2023,164408.9404157743,Completed,Unit,Flat,Zaabeel Second,108.52,1515.0105088073562
20319,07/25/2023,70320.7172748186,Completed,Unit,Office,Business Bay,73.89,951.6946444013885
20322,10/17/2023,182203.64230918456,Completed,Unit,Flat,Marsa Dubai,168.86,1079.0219253179234
20323,10/23/2023,82689.64481216863,Completed,Unit,Hotel Rooms,World Islands,37.73,2191.615287892092
20325,11/24/2023,163772.79076789087,Completed,Unit,Flat,Burj Khalifa,150.39,1088.9872382996934
20327,12/20/2023,2181323.7825771836,Completed,Unit,Office,Burj Khalifa,1054.88,2067.8406857435757
20331,01/18/2024,139777.69807068445,Completed,Unit,Flat,Nad Al Shiba First,172.27,811.387345856414
20332,01/15/2024,143603.41426611898,Completed,Unit,Flat,Burj Khalifa,128.02,1121.7264042033976
20333,05/15/2024,75994.60604707302,Completed,Unit,Hotel Rooms,World Islands,37.71,2015.2374979335193
20334,05/15/2024,95197.28024890374,Completed,Unit,Flat,Business Bay,84.96,1120.4952948317296
20335,05/15/2024,56547.17205085198,Completed,Unit,Flat,Business Bay,47.16,1199.049449763613
20337,07/22/2024,222553.4146741336,Completed,Building,Villa,Al Thanayah Fourth,205.74,1081.7216616804392
20338,08/27/2024,161745.75052800798,Completed,Unit,Hotel Apartment,Marsa Dubai,117.07,1381.6157045187322
20339,11/14/2024,236543.259561822,Completed,Unit,Flat,Business Bay,151.97,1556.5128614978087
20340,01/16/2025,99280.05305673405,Completed,Unit,Flat,Al Qusais Industrial Fourth,241.99,410.26510623056345
