instance_date,actual_worth,row_status_code,property_type_en,property_sub_type_en,area_name_en,actual_area
9/12/24,1002875.69,COMPLETED,Unit,Flat,Nad Al Shiba First,79.42
12/12/24,2921061,COMPLETED,Unit,Hotel Apartment,Burj Khalifa,164.48
23-12-2024,1260022,COMPLETED,Land,Residential,Hor Al Anz,234.53
10/1/25,2700000,COMPLETED,Land,,Al Rashidiya,1283.18
16-01-2025,719196.24,COMPLETED,Unit,Flat,Al Qusais Industrial Fourth,117.55
16-01-2025,1710231.54,COMPLETED,Unit,Flat,Al Qusais Industrial Fourth,313
28-01-2025,11499935,COMPLETED,Land,Commercial,Al Muteena,1068.38
6/2/25,4554000,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,6948.03
11/2/25,7000000,COMPLETED,Land,Commercial,Al Karama,211.73
11/2/25,13000000,COMPLETED,Land,Residential,Um Suqaim Second,1189.16
12/2/25,8005586,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,1859.36
21-02-2025,4737644,COMPLETED,Land,Commercial,Al Muteena,733.57
5/6/23,35000000,COMPLETED,Land,Commercial,Mankhool,1028.46
14-06-2023,1592611.63,COMPLETED,Building,Villa,Al Yelayiss 2,207.67
26-06-2023,40000000,COMPLETED,Land,Residential,Um Suqaim First,4471.33
5/7/23,1500014,COMPLETED,Land,Residential Flats,Abu Hail,232.25
5/7/23,17309966,COMPLETED,Land,Residential,Al Khawaneej First,8040.75
5/7/23,3800000,COMPLETED,Land,Residential,Al Warqa Third,1115.21
6/7/23,2176615.72,COMPLETED,Unit,Flat,Burj Khalifa,125.94
10/7/23,50000000,COMPLETED,Land,Exhbition Center,Al Goze Industrial First,1943.72
10/7/23,737927.28,COMPLETED,Unit,Flat,Business Bay,38.85
10/7/23,70000000,COMPLETED,Land,,Al Warqa First,4666.05
10/7/23,15632000,COMPLETED,Land,Commercial,Al Thanayah Fourth,593.19
10/7/23,7000000,COMPLETED,Land,Commercial,Al Buteen,207.79
24-07-2023,1472232.85,COMPLETED,Unit,Flat,Al Merkadh,95.95
26-07-2023,3002190,COMPLETED,Land,Villa,Nad Al Shiba First,464.85
26-07-2023,911254.94,COMPLETED,Unit,Office,Dubai Investment Park First,130.32
26-07-2023,2276408.86,COMPLETED,Building,Villa,Al Thanayah Fourth,374.21
27-07-2023,932125.56,COMPLETED,Unit,Flat,Al Barshaa South Third,79.64
15-08-2023,2409749.25,COMPLETED,Unit,Hotel Apartment,Burj Khalifa,113.4
28-08-2023,55000000,COMPLETED,Land,Residential,Al Saffa Second,5037.12
28-08-2023,2302786,COMPLETED,Land,Residential,Wadi Al Safa 7,713.12
29-08-2023,13467350,COMPLETED,Land,Commercial,Al Nahda Second,1924.86
6/9/23,6655943743,COMPLETED,Land,,Jabal Ali Second,2809565.79
6/9/23,13270274,COMPLETED,Land,,Al Satwa,1232.85
6/9/23,13000000,COMPLETED,Land,Commercial,Al Rega,494.71
11/9/23,3017659,COMPLETED,Land,Residential,Al Merkadh,467.25
14-09-2023,48638512,COMPLETED,Land,Villa,Al Hebiah Second,9037.34
18-09-2023,11459625,COMMITTED,Land,,Burj Khalifa,2129.27
18-09-2023,323306.1,COMPLETED,Unit,Flat,Nadd Hessa,42.21
18-09-2023,5000000,COMPLETED,Land,Residential,Nad Al Hamar,1393.55
18-09-2023,29000000,COMPLETED,Land,Commercial,Al Qusais Industrial Second,1913.8
3/10/23,60000000,COMPLETED,Land,Commercial,Al Rega,1500.72
4/10/23,2057991,COMPLETED,Land,Residential,Al Qusais Second,1365.67
4/10/23,2558655.02,COMPLETED,Unit,Flat,Palm Jumeirah,127.87
25-10-2023,1157331.91,COMPLETED,Unit,Office,Dubai Investment Park First,239.08
25-10-2023,58000000,COMPLETED,Land,Commercial,Al Safouh Second,1429.13
29-10-2023,5266657.61,COMPLETED,Unit,Flat,Marsa Dubai,199.33
30-10-2023,6963641,COMPLETED,Land,Commercial,Al Suq Al Kabeer,539.12
2/11/23,2402142.76,COMPLETED,Unit,Flat,Business Bay,112.95
2/11/23,3600008,COMPLETED,Land,,Al Bada,836.13
2/11/23,1211249.29,COMPLETED,Unit,Flat,Al Khairan First,63.21
20-11-2023,1100000,COMPLETED,Land,Commercial,Al Waheda,273.28
22-11-2023,21000000,COMPLETED,Land,Commercial,Al Raffa,752.18
4/1/24,2977166,COMPLETED,Land,Commercial,Al Karama,230.49
8/1/24,11523537,COMPLETED,Land,,Saih Shuaib 1,7383.26
8/1/24,17069672,COMPLETED,Land,Residential,Al Satwa,1441.65
8/2/24,1369538.48,COMPLETED,Building,Villa,Madinat Al Mataar,145.8
8/2/24,15000000,COMPLETED,Land,Residential,Jumeirah First,1643.27
8/2/24,35703146,COMPLETED,Land,Industrial,Al Goze Industrial Third,16584.67
8/2/24,13500000,COMPLETED,Land,Commercial,Al Khabeesi,2795.25
15-02-2024,2073559.51,COMPLETED,Unit,Flat,Marsa Dubai,121.75
15-02-2024,1359215.43,COMPLETED,Unit,Shop,World Islands,39.5
13-03-2024,152932070,COMPLETED,Land,Commercial,Palm Deira,35519.67
25-03-2024,828066.39,COMPLETED,Unit,Flat,Marsa Dubai,73.01
26-03-2024,1601262.82,COMPLETED,Unit,Flat,Marsa Dubai,122.1
26-03-2024,28478911,COMPLETED,Land,Residential,Jumeirah Second,2645.78
27-03-2024,1191922.43,COMPLETED,Unit,Office,Burj Khalifa,86.77
27-03-2024,11000000,COMPLETED,Unit,Hotel Apartment,Burj Khalifa,202.69
4/7/24,17639987,COMPLETED,Land,Commercial,Al Murqabat,910.45
8/7/24,4041976.15,COMPLETED,Unit,Shop,Business Bay,207.99
23-07-2024,11082899,COMMITTED,Land,Ground Level Parcking,Al Wasl,5148.18
14-08-2024,2400048,COMPLETED,Land,Commercial,Hor Al Anz,185.81
15-08-2024,50000000,COMPLETED,Land,Industrial,Jabal Ali Industrial First,185810.18
19-08-2024,13500000,COMPLETED,Land,Residential,Me'Aisem First,809.9
20-08-2024,30000000,COMPLETED,Land,Commercial,Al Suq Al Kabeer,570.72
29-08-2024,119999884,COMPLETED,Land,,Al Rowaiyah Second,139354.56
9/9/24,2080625.27,COMPLETED,Unit,Flat,Marsa Dubai,134.5
20-09-2024,25000000,COMPLETED,Land,Residential,Al Hudaiba,4276.33
8/10/24,2020000,COMPLETED,Unit,Flat,Jumeirah First,70.09
10/10/24,4684503,COMPLETED,Land,Residential,Jumeirah First,870.41
17-10-2024,7000000,COMPLETED,Land,Industrial,Al Goze Industrial Third,1839.48
17-10-2024,75311865,COMPLETED,Land,Industrial,Al Goze Industrial First,3887.06
20-11-2024,2042764.51,COMPLETED,Unit,Office,Business Bay,149.57
22-11-2024,10305778,COMPLETED,Land,Residential,Al Yelayiss 1,2735.54
25-11-2024,2147174.01,COMPLETED,Unit,Flat,Marsa Dubai,132.51
27-11-2024,4654149.51,COMPLETED,Unit,Flat,Burj Khalifa,206.94
4/12/24,35574000,COMPLETED,Land,Commercial,Palm Jumeirah,1365.63
4/12/24,3400000,COMPLETED,Building,Villa,Al Hebiah Fourth,141.5
4/12/24,10000000,COMPLETED,Land,Commercial,Dubai Investment Park Second,5388.06
9/12/24,1300000,COMPLETED,Land,Residential,Hor Al Anz,232.61
23-12-2024,39955597,COMPLETED,Land,,Oud Metha,2320
28-12-2024,1834007,COMPLETED,Land,Residential Flats,Abu Hail,340.77
6/1/25,51720001,COMPLETED,Land,Commercial,Al Suq Al Kabeer,960.99
9/1/25,75000000,COMPLETED,Land,Commercial,Al Bada,2072.49
13-01-2025,3034003,COMPLETED,Land,Residential,Wadi Al Safa 2,599.72
13-01-2025,2614336,COMPLETED,Land,Residential,Wadi Al Safa 2,528
13-01-2025,2398240,COMPLETED,Land,Residential,Wadi Al Safa 2,495.12
13-01-2025,2544231,COMPLETED,Land,Residential,Wadi Al Safa 2,525.26
16-01-2025,1852343.92,COMPLETED,Building,Villa,Jabal Ali First,177.52
23-01-2025,88082199,COMPLETED,Land,Sports Club,Bukadra,3409.63
27-01-2025,3494804108,COMPLETED,Land,Commercial,Burj Khalifa,324678.24
29-01-2025,1500000,COMPLETED,Land,Residential,Madinat Hind 4,112.24
29-01-2025,2374920,COMPLETED,Land,Residential,Al Satwa,232.25
2/2/25,4858753,COMPLETED,Land,,Al Warqa Second,1962.58
4/2/25,10471695,COMPLETED,Land,Industrial,Saih Shuaib 4,5404.74
4/2/25,2717696.43,COMPLETED,Building,Villa,Wadi Al Safa 6,354.33
7/2/25,25833360,COMPLETED,Land,Commercial,Palm Deira,2400
10/2/25,4913667,COMMITTED,Land,Ground Level Parcking,Al Goze First,1521.65
10/2/25,15500000,COMPLETED,Land,Residential,Jumeirah First,880.81
10/2/25,14779265,COMPLETED,Land,Commercial,Al Suq Al Kabeer,1144.2
10/2/25,839768.66,COMPLETED,Unit,Flat,Business Bay,74.88
7/6/23,4068784,COMPLETED,Land,General Use,Al Warsan Second,1350.01
7/7/23,454952.84,COMPLETED,Unit,Flat,Al Hebiah Fourth,73.13
10/7/23,15509875,COMPLETED,Land,Commercial,Al Thanayah Fourth,572.56
13-07-2023,981561.86,COMPLETED,Unit,Flat,Madinat Al Mataar,101.69
27-07-2023,2517999,COMPLETED,Land,Residential,Al Bada,233.93
1/8/23,9000000,COMPLETED,Land,Residential,Hor Al Anz,918.9
1/8/23,11402680.31,COMPLETED,Unit,Flat,Marsa Dubai,352.86
16-08-2023,1640512.04,COMPLETED,Unit,Flat,Al Thanyah Third,155.27
6/9/23,13035823,COMPLETED,Land,,Al Warqa Third,10092.24
5/10/23,5500000,COMPLETED,Land,Commercial,Abu Hail,1300.64
23-10-2023,6000000,COMPLETED,Land,Commercial,Al Barsha South Fifth,540
23-10-2023,17000000,COMPLETED,Land,Commercial,Um Hurair First,935.81
23-10-2023,29079270,COMPLETED,Land,Residential,Wadi Al Amardi,30017.28
23-10-2023,28000000,COMPLETED,Land,Commercial,Al Buteen,466.09
27-10-2023,5554621.7,COMPLETED,Unit,Flat,Al Thanyah Fifth,514.64
30-10-2023,7607440,COMPLETED,Land,Land,Jumeirah First,1009.65
1/11/23,838827.54,COMPLETED,Unit,Office,Al Thanyah Fifth,104.48
3/11/23,175000132,COMPLETED,Land,Commercial,Trade Center First,1161.29
16-11-2023,13646734,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,7457.79
15-12-2023,2060503.68,COMPLETED,Unit,Flat,Business Bay,147.37
15-12-2023,1370541.25,COMPLETED,Unit,Flat,Business Bay,113.67
15-12-2023,1665798.14,COMPLETED,Unit,Flat,Business Bay,144.59
15-12-2023,10806999,COMPLETED,Land,,Al Satwa,1115.56
15-12-2023,1665798.14,COMPLETED,Unit,Flat,Business Bay,144.59
15-12-2023,663494.99,COMPLETED,Unit,Flat,Al Goze Fourth,104.37
15-12-2023,22000000,COMPLETED,Land,Residential,Nad Al Shiba Fourth,3940.33
15-12-2023,1341340.47,COMPLETED,Unit,Flat,Wadi Al Safa 7,169.46
15-12-2023,1700000,COMPLETED,Land,Commercial,Al Warsan First,154
20-12-2023,983768.6,COMPLETED,Unit,Flat,Al Hebiah First,135.36
28-12-2023,35938555,COMPLETED,Land,Commercial,Wadi Al Safa 5,14516.54
3/1/24,105000000,COMPLETED,Land,,Al Warqa First,5574.23
17-01-2024,3300000,COMPLETED,Land,Residential,Al Barsha South Fourth,240
17-01-2024,6671341.73,COMPLETED,Unit,Flat,Marsa Dubai,283.75
25-01-2024,736152.87,COMPLETED,Building,Villa,Saih Shuaib 2,120.26
25-01-2024,7852594.07,COMPLETED,Unit,Office,Business Bay,279.84
5/2/24,1881039.56,COMPLETED,Building,Villa,Wadi Al Safa 5,239.97
15-02-2024,32441318,COMPLETED,Land,Commercial,Jabal Ali First,602.78
11/3/24,2429643.96,COMPLETED,Unit,Office,Burj Khalifa,162.44
3/4/24,8791997,COMPLETED,Land,Residential Flats,Hadaeq Sheikh Mohammed Bin Rashid,680.67
4/4/24,294817.55,COMPLETED,Unit,Flat,Warsan Fourth,37.45
4/4/24,6000000,COMPLETED,Land,Residential,Al Satwa,1374.95
26-06-2024,29858909,COMPLETED,Land,,Lehbab First,154110.34
27-06-2024,2000000,COMPLETED,Land,Government Housing,Oud Al Muteena First,743
27-06-2024,242542055,COMMITTED,Land,,Al Goze Industrial Third,56332.29
27-06-2024,81744663,COMMITTED,Land,General Authority,Al Qusais Second,30377.34
1/7/24,24771862,COMPLETED,Land,Commercial,Palm Deira,3540.59
1/7/24,1487954.54,COMPLETED,Unit,Flat,Marsa Dubai,76.74
8/8/24,7500000,COMPLETED,Land,Commercial,Al Khabeesi,929.03
15-08-2024,7500000,COMPLETED,Land,Residential,Um Suqaim First,916.3
19-08-2024,1736682.01,COMPLETED,Unit,Flat,Marsa Dubai,143.64
20-08-2024,16043684,COMPLETED,Land,Commercial,Nadd Hessa,2293.09
21-08-2024,882724878,COMPLETED,Land,Land,Jumeirah First,51254.94
2/9/24,9196450,COMPLETED,Land,Villa,Al Yelayiss 1,2847.93
2/9/24,24002421,COMPLETED,Land,Organizations,Al Garhoud,1858.25
2/9/24,12341457,COMPLETED,Land,Villa,Al Yelayiss 1,2866.4
11/9/24,880792.93,COMPLETED,Unit,Flat,Wadi Al Safa 2,148.58
16-09-2024,4939661,COMPLETED,Land,Villa,Nad Al Shiba First,458.91
16-09-2024,9760016,COMPLETED,Land,Residential,Jumeirah Third,1133.42
20-09-2024,256105574,COMPLETED,Land,General Use,Um Hurair Second,27666.29
24-09-2024,2224298.79,COMPLETED,Unit,Flat,Palm Jumeirah,106.16
8/10/24,959581,COMPLETED,Unit,Office,Business Bay,104.88
17-10-2024,34848822,COMPLETED,Land,Commercial,Palm Deira,3764.61
4/11/24,5500000,COMPLETED,Land,Commercial,Al Thanyah Fifth,216
25-11-2024,9763202,COMPLETED,Land,,Al Barshaa South Third,1511.72
28-11-2024,44777824,COMPLETED,Land,Commercial,Ras Al Khor,2080
4/12/24,3287608.21,COMPLETED,Building,Villa,Al Hebiah Fourth,229.93
5/12/24,15000000,COMPLETED,Land,Commercial,Al Aweer First,3716.12
12/12/24,22599750,COMPLETED,Land,Residential,Wadi Al Safa 3,2799.45
19-12-2024,6742155.03,COMPLETED,Building,Villa,Dubai Investment Park First,852.76
19-12-2024,2022720.21,COMPLETED,Unit,Flat,Al Thanyah Fifth,158.84
19-12-2024,2075672.1,COMPLETED,Unit,Flat,Burj Khalifa,124.03
23-12-2024,2208675.29,COMPLETED,Building,Villa,Al Thanayah Fourth,255.64
3/1/25,39000000,COMPLETED,Land,Commercial,Al Barsha First,1146.05
13-01-2025,3000000,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,1856.29
20-01-2025,1031524.4,COMPLETED,Unit,Office,Al Qusais Industrial Fourth,109.28
20-01-2025,1029771.61,COMPLETED,Unit,Office,Al Qusais Industrial Fourth,109.28
20-01-2025,13448708,COMPLETED,Land,Commercial,Al Jadaf,1343.47
20-01-2025,12000000,COMPLETED,Land,Commercial,Palm Jumeirah,423.26
20-01-2025,2468605.76,COMPLETED,Unit,Flat,Marsa Dubai,148.34
22-01-2025,4550638,COMPLETED,Land,Residential,Al Khawaneej First,768.67
22-01-2025,2324357,COMPLETED,Land,Residential,Al Bada,179.95
4/2/25,15193116,COMPLETED,Land,Commercial,Al Murqabat,1176.24
10/2/25,63999911,COMPLETED,Land,Agricultural,Wadi Al Amardi,59457.92
12/2/25,8619107,COMPLETED,Land,Unit,Warsan Fourth,2669.14
12/2/25,19642072,COMPLETED,Land,Commercial,Al Thanayah Fourth,1403.7
12/2/25,1161027.88,COMPLETED,Unit,Flat,Marsa Dubai,77.81
12/2/25,510830.18,COMPLETED,Unit,Flat,Al Barsha South Fourth,36.97
17-02-2025,13900000,COMPLETED,Land,Commercial,Al Qusais Industrial First,2659.53
17-02-2025,58171173,COMPLETED,Land,Commercial,Wadi Al Safa 5,4503.57
17-02-2025,1535406,COMPLETED,Land,Residential,Al Murqabat,237.74
18-02-2025,6810029,COMPLETED,Land,Labor Camp,Jabal Ali Industrial First,3514.85
19-02-2025,6000013,COMPLETED,Land,Residential,Al Barsha Third,1393.55
19-02-2025,8000000,COMPLETED,Land,Industrial,Saih Shuaib 4,18428.62
20-02-2025,20588784,COMPLETED,Land,Commercial,Mirdif,1530.21
4/6/23,1209392.79,COMPLETED,Unit,Flat,Al Thanyah Fifth,104.77
4/6/23,14943362,COMPLETED,Land,Residential,Wadi Al Safa 4,3228.57
22-06-2023,3432681.96,COMPLETED,Building,Villa,Wadi Al Safa 6,544.73
23-06-2023,1200000,COMPLETED,Land,Commercial,Abu Hail,131.92
26-06-2023,1805713.21,COMPLETED,Unit,Flat,Marsa Dubai,132.02
3/7/23,2000000,COMPLETED,Building,Villa,Jabal Ali First,181.72
12/7/23,3300000,COMPLETED,Land,Residential,Al Barsha South Fifth,707.46
27-07-2023,2729940,COMPLETED,Land,Commercial,Al Karama,211.37
1/8/23,692430.05,COMPLETED,Unit,Flat,Al Barshaa South Third,70.49
14-08-2023,1200000,COMPLETED,Land,Residential,Al Rashidiya,324.7
15-08-2023,2358167.71,COMPLETED,Building,Villa,Al Thanayah Fourth,346.51
21-08-2023,12750000,COMPLETED,Land,Residential,Jumeirah First,1646.15
21-08-2023,3150000,COMPLETED,Land,Residential,Al Twar Fourth,1393.55
29-08-2023,2100000,COMPLETED,Land,Residential,Al Hebiah Sixth,263.09
29-08-2023,859270.71,COMPLETED,Unit,Office,Al Thanyah Fifth,157.36
29-08-2023,19599986,COMPLETED,Land,Residential,Um Suqaim Second,1820.9
22-09-2023,17000000,COMPLETED,Land,Commercial,Me'Aisem First,1266
27-09-2023,35000000,COMPLETED,Land,Residential,Wadi Al Safa 3,10033.52
27-09-2023,2489136.98,COMPLETED,Unit,Flat,Marsa Dubai,141.77
6/10/23,20570604,COMPLETED,Land,Government Housing,Nad Al Shiba Third,8493.66
9/10/23,24000000,COMPLETED,Land,Commercial,Al Muteena,1263.87
24-10-2023,606557.65,COMPLETED,Unit,Office,Nadd Hessa,81.58
1/11/23,2465097.33,COMPLETED,Unit,Flat,Marsa Dubai,168.77
9/11/23,4575605,COMPLETED,Land,Residential,Mankhool,1062.72
9/11/23,2254571.59,COMPLETED,Unit,Office,Trade Center First,130.95
9/11/23,3979360,COMPLETED,Land,Residential,Al Hebiah Sixth,518.11
9/11/23,1712508.68,COMPLETED,Unit,Office,Al Thanyah First,140.74
14-11-2023,1121517.9,COMPLETED,Unit,Shop,Burj Khalifa,89.49
21-11-2023,30000000,COMPLETED,Land,Commercial,Al Suq Al Kabeer,504.62
22-11-2023,1400000,COMPLETED,Land,Residential,Al Jafliya,232.17
1/12/23,7559509,COMPLETED,Land,Residential,Wadi Al Safa 2,3546.98
14-12-2023,725734.49,COMPLETED,Unit,Office,Al Thanyah Fifth,72.25
14-12-2023,2500023,COMPLETED,Land,Residential,Um Suqaim Second,464.52
14-12-2023,1578602.77,COMPLETED,Unit,Flat,Marsa Dubai,102.92
20-12-2023,13000000,COMPLETED,Land,Commercial,Al Khabeesi,1923.42
22-12-2023,2500000,COMPLETED,Land,Villa,Al Hebiah Sixth,278.64
22-12-2023,11966012,COMPLETED,Land,Commercial,Al Jadaf,1111.68
28-12-2023,1762938,COMPLETED,Unit,Flat,Marsa Dubai,66.1
9/1/24,80000000,COMPLETED,Land,Commercial,Al Thanyah First,2700
16-01-2024,2659020,COMPLETED,Land,Commercial,Wadi Al Safa 5,1764.5
19-01-2024,3349780.97,COMPLETED,Unit,Flat,Marsa Dubai,183.71
22-01-2024,9000000,COMPLETED,Land,Residential,Um Suqaim First,931.89
6/2/24,2401927.23,COMPLETED,Unit,Office,Al Thanyah Fifth,146.42
20-02-2024,2018789,COMPLETED,Unit,Flat,Jumeirah First,82.75
20-02-2024,72398201,COMPLETED,Land,Commercial,Madinat Dubai Almelaheyah,14946.71
20-02-2024,6000000,COMPLETED,Land,Residential,Jabal Ali First,601.74
20-02-2024,4057226,COMPLETED,Land,Commercial,Al Thanayah Fourth,538.47
22-02-2024,375560024,COMPLETED,Land,General Services,Al Warsan Second,1163023.39
23-02-2024,528661.42,COMPLETED,Unit,Flat,Al Hebiah Fifth,73.09
23-02-2024,2486436.29,COMPLETED,Unit,Office,Business Bay,156.09
4/3/24,1507183,COMPLETED,Land,Residential,Al Satwa,233.4
22-07-2024,800000,COMPLETED,Unit,Flat,Al Thanyah Fifth,64.97
1/8/24,857725.47,COMPLETED,Unit,Flat,Me'Aisem First,116.69
12/8/24,2850000,COMPLETED,Building,Villa,Al Yelayiss 1,243
15-08-2024,75032736,COMPLETED,Land,Residential,Madinat Al Mataar,34853.88
21-08-2024,1045476.55,COMPLETED,Unit,Flat,Marsa Dubai,77.56
21-08-2024,2618336,COMPLETED,Building,Villa,Al Yufrah 1,174
22-08-2024,2228772.76,COMPLETED,Unit,Flat,Al Khairan First,103.01
27-08-2024,4550000,COMPLETED,Land,Residential,Al Bada,706.06
29-08-2024,57465986,COMPLETED,Land,Hospital,Al Jadaf,8897.95
5/9/24,762326.5,COMPLETED,Unit,Flat,Business Bay,44.57
19-09-2024,7444072,COMPLETED,Land,Residential Flats,Wadi Al Safa 5,2469.92
19-09-2024,11996458,COMPLETED,Land,Residential Flats,Wadi Al Safa 5,3184.31
30-09-2024,19605217,COMPLETED,Land,General Use,Al Satwa,1299.98
4/10/24,4888042.02,COMPLETED,Unit,Flat,Burj Khalifa,221.02
7/10/24,13278413,COMPLETED,Land,Agricultural,Grayteesah,102800.51
7/10/24,297693049,COMPLETED,Land,Commercial,Al Murqabat,21273.92
7/10/24,60990664,COMPLETED,Land,Commercial,World Islands,47218.53
7/10/24,1315498.43,COMPLETED,Building,Villa,Hadaeq Sheikh Mohammed Bin Rashid,112.22
7/10/24,1841609.73,COMPLETED,Unit,Flat,Marsa Dubai,111.99
10/10/24,2118784.06,COMPLETED,Unit,Flat,Burj Khalifa,129.15
10/10/24,986030.1,COMPLETED,Unit,Hotel Rooms,Business Bay,30.18
14-10-2024,4050009,COMPLETED,Land,Residential,Al Bada,836.13
14-10-2024,5000000,COMPLETED,Land,Residential,Wadi Al Safa 7,405
14-10-2024,12959240,COMPLETED,Land,,Um Al Sheif,2006.59
14-10-2024,1152760.23,COMPLETED,Unit,Stacked Townhouses,Madinat Al Mataar,170.27
14-10-2024,1587721.61,COMPLETED,Unit,Flat,Al Safouh First,135.8
16-10-2024,2500000,COMPLETED,Land,Residential,Al Qusais Second,585.29
5/11/24,14000000,COMPLETED,Land,Residential,Um Suqaim Second,1449.29
5/11/24,2030000,COMPLETED,Unit,Flat,Al Merkadh,88.71
5/11/24,1224048.94,COMPLETED,Unit,Office,Business Bay,82.48
6/11/24,400000000,COMPLETED,Land,Commercial,Muhaisanah Fourth,33445.08
12/11/24,529909.54,COMPLETED,Unit,Flat,Al Warsan First,58.46
25-11-2024,12679207,COMPLETED,Land,Commercial,Al Jadaf,1308.82
25-11-2024,490213.23,COMPLETED,Unit,Flat,Wadi Al Safa 5,78.29
25-11-2024,2100000,COMPLETED,Unit,Flat,Burj Khalifa,97.18
25-11-2024,2400000,COMPLETED,Land,Residential,Al Hebiah Sixth,165
26-11-2024,6075145,COMPLETED,Land,Residential Flats,Hadaeq Sheikh Mohammed Bin Rashid,705.5
5/12/24,6824851,COMPLETED,Land,Commercial,Al Karama,211.35
12/12/24,2117317.26,COMPLETED,Unit,Flat,Al Merkadh,111.38
23-12-2024,19700972,COMPLETED,Land,Residential,Wadi Al Safa 4,3050.47
6/1/25,28137976,COMPLETED,Land,Residential,Jumeirah First,2376.46
8/1/25,59000000,COMPLETED,Land,Commercial,Port Saeed,1970.36
10/1/25,20000000,COMPLETED,Land,Commercial,Eyal Nasser,446.45
20-01-2025,1737430.1,COMPLETED,Unit,Office,Al Thanyah First,223.62
20-01-2025,2091396.12,COMPLETED,Unit,Office,Al Thanyah First,256.97
20-01-2025,1071278.72,COMPLETED,Unit,Office,Al Thanyah First,132.11
20-01-2025,861395.41,COMPLETED,Unit,Office,Al Thanyah First,105.72
20-01-2025,860669.9,COMPLETED,Unit,Office,Al Thanyah First,105.72
20-01-2025,2102411.92,COMPLETED,Unit,Office,Al Thanyah First,256.97
20-01-2025,1070361.91,COMPLETED,Unit,Office,Al Thanyah First,132.11
20-01-2025,1400579.76,COMPLETED,Unit,Office,Al Thanyah First,173.73
20-01-2025,1421846.49,COMPLETED,Unit,Office,Al Thanyah First,175.49
20-01-2025,2504652,COMPLETED,Land,Commercial,Al Karama,232.69
20-01-2025,1592508,COMPLETED,Building,Villa,Al Barsha South Fourth,134.97
21-01-2025,6897765,COMPLETED,Land,Airport,Madinat Al Mataar,2136.08
23-01-2025,4918500,COMPLETED,Land,Land,Muhaisanah Fourth,1142.36
23-01-2025,2231607.27,COMPLETED,Unit,Flat,Al Thanyah Third,137.31
27-01-2025,48999910,COMPLETED,Land,Sports Club,Al Mamzer,9104.49
28-01-2025,17138658,COMPLETED,Land,,Wadi Al Safa 3,2122.98
30-01-2025,2847259.84,COMPLETED,Unit,Flat,Jumeirah First,111.49
3/2/25,250000000,COMPLETED,Land,Commercial,Al Nahda Second,6015.47
20-06-2023,43571023,COMPLETED,Land,Commercial,Al Hebiah First,14456.73
6/7/23,31790000,COMPLETED,Land,Commercial,Al Thanayah Fourth,1989.7
13-07-2023,17738670,COMPLETED,Land,Residential,Al Barshaa South Third,5493.26
17-07-2023,1097837,COMPLETED,Land,Residential,Hor Al Anz,227
19-07-2023,4000000,COMPLETED,Land,Commercial,Al Dhagaya,90.38
26-07-2023,5000000,COMPLETED,Land,Residential,Al Barshaa South First,1114.84
31-07-2023,25000000,COMPLETED,Land,Labor Camp,Jabal Ali Industrial First,1950.03
31-07-2023,29062788,COMPLETED,Land,Commercial,Hessyan Second,4500.04
1/8/23,750000,COMPLETED,Unit,Flat,Marsa Dubai,62.64
9/8/23,2200000,COMPLETED,Land,Residential,Al Twar Third,929.03
16-08-2023,62000000,COMPLETED,Land,Commercial,Port Saeed,3334.31
20-08-2023,17648969,COMPLETED,Land,Commercial,Palm Deira,2522.53
20-08-2023,15500016,COMPLETED,Land,Commercial,Palm Deira,2400
25-08-2023,801480,COMPLETED,Unit,Office,Business Bay,74.46
29-08-2023,647630.9,COMPLETED,Unit,Office,Al Thanyah Fifth,117.75
30-08-2023,2316910,COMPLETED,Land,,Al Layan1,3587.47
30-08-2023,3200000,COMPLETED,Land,Residential,Al Barsha South Fifth,626.17
15-09-2023,900773.36,COMPLETED,Unit,Flat,Al Hebiah Fifth,92.54
19-09-2023,1660962.55,COMPLETED,Unit,Flat,Business Bay,121.64
25-09-2023,250000000,COMPLETED,Land,Commercial,Al Nahda Second,6015.47
25-09-2023,3054379.14,COMPLETED,Building,Villa,Dubai Investment Park First,300.97
27-09-2023,2145444.11,COMPLETED,Unit,Flat,Al Thanyah Fifth,189.89
5/10/23,7000000,COMPLETED,Land,Residential,Al Hebiah Third,466.16
12/10/23,2177358.33,COMPLETED,Building,Villa,Al Thanayah Fourth,255
24-10-2023,18000000,COMPLETED,Land,,Al Barsha First,2243.61
24-10-2023,24000000,COMPLETED,Land,Commercial,Abu Hail,6086.82
24-10-2023,12000000,COMPLETED,Land,Residential,Um Suqaim First,1197.52
13-11-2023,2343268.37,COMPLETED,Building,Villa,Al Thanayah Fourth,338.64
22-11-2023,93000000,COMPLETED,Land,Commercial,Al Goze Fourth,9739.76
7/12/23,11555988,COMPLETED,Land,Residential,Jumeirah First,2385.75
15-12-2023,1371626.39,COMPLETED,Unit,Flat,Business Bay,113.76
15-12-2023,1671297.43,COMPLETED,Unit,Flat,Business Bay,146.63
16-12-2023,191999990,COMPLETED,Land,Commercial,Business Bay,1486.45
19-12-2023,478173.93,COMPLETED,Unit,Flat,Al Thanyah Fifth,47.96
